block,trial_number,auditory_stimulus,left_image,right_image,center_image,target_label,target_side,correct_response,playing_side,background,trial_type
4,32,where_krat500,nov1S2Square,nov3S2Square,Black,krat_Outgroup,right,2,,black-background,ImmTest
4,33,find_tanzer500,nov2S2Square,nov4S2Square,Black,tanzer_Outgroup,left,0,,black-background,ImmTest
4,34,where_fiffen500,nov4S2Square,nov1S2Square,Black,fiffen_Outgroup,left,0,,black-background,ImmTest
4,35,where_virdex500,nov3S2Square,nov2S2Square,Black,virdex_Ingroup,right,2,,black-background,ImmTest
4,36,where_bem500,nov1S2Square,nov3S2Square,Black,bem_Ingroup,left,0,,black-background,ImmTest
4,37,find_coodle500,nov2S2Square,nov4S2Square,Black,coodle_Ingroup,right,2,,black-background,ImmTest
4,38,find_glark500,nov4S2Square,nov1S2Square,Black,glark_Outgroup,right,2,,black-background,ImmTest
4,39,find_juff500,nov3S2Square,nov2S2Square,Black,juff_Ingroup,left,0,,black-background,ImmTest
4,40,greatListening,LbeachBlack,RbeachBlack,Black,AG,center,1,,black-background,filler
5,41,E_see.that_osip,WhiteBoy2Outline,BlackBoy2Gray,nov5S2Circle,osip_Outgroup,left,0,,black-background,Teaching
5,42,K_that.see_modi,WhiteBoy2Gray,BlackBoy2Outline,nov5S2Circle,modi_Ingroup,right,2,,black-background,Teaching
5,43,K_see.that_hux,WhiteBoy2Gray,BlackBoy2Outline,nov6S2Circle,hux_Ingroup,right,2,,black-background,Teaching
5,44,E_that.it_zeb,WhiteBoy2Outline,BlackBoy2Gray,nov6S2Circle,zeb_Outgroup,left,0,,black-background,Teaching
5,45,E_it.see_roke,WhiteBoy2Outline,BlackBoy2Gray,nov7S2Circle,roke_Outgroup,left,0,,black-background,Teaching
5,46,K_it.see_erag,WhiteBoy2Gray,BlackBoy2Outline,nov7S2Circle,erag_Ingroup,right,2,,black-background,Teaching
5,47,K_it.see_pisk,WhiteBoy2Gray,BlackBoy2Outline,nov8S2Circle,pisk_Ingroup,right,2,,black-background,Teaching
5,48,E_see.it_wilp,WhiteBoy2Outline,BlackBoy2Gray,nov8S2Circle,wilp_Outgroup,left,0,,black-background,Teaching
5,49,K_that.see_modi,WhiteBoy2Gray,BlackBoy2Outline,nov5S2Circle,modi_Ingroup,right,2,,black-background,Teaching
5,50,E_see.that_osip,WhiteBoy2Outline,BlackBoy2Gray,nov5S2Circle,osip_Outgroup,left,0,,black-background,Teaching
5,51,E_it.see_roke,WhiteBoy2Outline,BlackBoy2Gray,nov7S2Circle,roke_Outgroup,left,0,,black-background,Teaching
5,52,K_it.see_erag,WhiteBoy2Gray,BlackBoy2Outline,nov7S2Circle,erag_Ingroup,right,2,,black-background,Teaching
5,53,E_see.it_wilp,WhiteBoy2Outline,BlackBoy2Gray,nov8S2Circle,wilp_Outgroup,left,0,,black-background,Teaching
5,54,K_it.see_pisk,WhiteBoy2Gray,BlackBoy2Outline,nov8S2Circle,pisk_Ingroup,right,2,,black-background,Teaching
5,55,E_that.it_zeb,WhiteBoy2Outline,BlackBoy2Gray,nov6S2Circle,zeb_Outgroup,left,0,,black-background,Teaching
5,56,K_see.that_hux,WhiteBoy2Gray,BlackBoy2Outline,nov6S2Circle,hux_Ingroup,right,2,,black-background,Teaching
6,41,find_osip500,nov5S2Square,nov7S2Square,Black,osip_Outgroup,left,0,,black-background,ImmTest
6,42,find_wilp500,nov6S2Square,nov8S2Square,Black,wilp_Outgroup,right,2,,black-background,ImmTest
6,43,where_modi500,nov8S2Square,nov5S2Square,Black,modi_Ingroup,right,2,,black-background,ImmTest
6,44,find_roke500,nov7S2Square,nov6S2Square,Black,roke_Outgroup,left,0,,black-background,ImmTest
6,45,where_erag500,nov5S2Square,nov7S2Square,Black,erag_Ingroup,right,2,,black-background,ImmTest
6,46,find_hux500,nov6S2Square,nov8S2Square,Black,hux_Ingroup,left,0,,black-background,ImmTest
6,47,where_pisk500,nov8S2Square,nov5S2Square,Black,pisk_Ingroup,left,0,,black-background,ImmTest
6,48,where_zeb500,nov7S2Square,nov6S2Square,Black,zeb_Outgroup,right,2,,black-background,ImmTest
6,49,takeBreak,LoceanBlack,RoceanBlack,Black,AG,center,1,,black-background,filler
